Tipo de centro de salud;Provincia;Canton;Parroquia;Distrito;Circuito;Centro de salud;Numero de Centros de Salud;Numero de Tipos de Centros;Latitud;Longitud
PUESTO DE SALUD;MANABI;SANTA ANA;SANTA ANA DE VUELTA LARGA;SANTA ANA-24 DE MAYO-OLMEDO;SANTA ANA DE VUELTA LARGA;DISPENSARIO MONTEOSCURO;1;1;-1.2452;-80.391996
PUESTO DE SALUD;MANABI;SANTA ANA;SANTA ANA DE VUELTA LARGA;SANTA ANA-24 DE MAYO-OLMEDO;SANTA ANA DE VUELTA LARGA;DISPENSARIO PEMINCHE;1;1;-1.192235;-80.295521
PUESTO DE SALUD;MANABI;SANTA ANA;SANTA ANA DE VUELTA LARGA;SANTA ANA-24 DE MAYO-OLMEDO;SANTA ANA DE VUELTA LARGA;DISPENSARIO TAINA;1;1;-1.221957;-80.277663
PUESTO DE SALUD;MANABI;SANTA ANA;SANTA ANA DE VUELTA LARGA;SANTA ANA-24 DE MAYO-OLMEDO;SANTA ANA DE VUELTA LARGA;DISPENSARIO VISQUIJE;1;1;-1.2719;-80.29737
PUESTO DE SALUD;MANABI;SUCRE;BAHIA DE CARAQUEZ;SUCRE-SAN VICENTE;BAHIA DE CARAQUEZ;DISPENSARIO KILOMETRO 20;1;1;-0.689692;-80.324928
PUESTO DE SALUD;MANABI;SUCRE;CHARAPOTO;SUCRE-SAN VICENTE;CHARAPOTO;DISPENSARIO PASADERO;1;1;-0.863872;-80.4676
PUESTO DE SALUD;MANABI;SUCRE;SAN ISIDRO;SUCRE-SAN VICENTE;SAN ISIDRO;DISPENSARIO SAN AGUSTIN 3;1;1;-0.347361179;-80.13147907
PUESTO DE SALUD;MANABI;SUCRE;SAN ISIDRO;SUCRE-SAN VICENTE;SAN ISIDRO;DISPENSARIO SAN JACINTO 1;1;1;-0.364952;-80.21144
PUESTO DE SALUD;MANABI;TOSAGUA;BACHILLERO;ROCAFUERTE-TOSAGUA;ANGEL PEDRO GILER (LA ESTANCILLA)-BACHILLERO;DISPENSARIO LA PINIUELA;1;1;-0.795708;-80.169475
PUESTO DE SALUD;MANABI;TOSAGUA;TOSAGUA;ROCAFUERTE-TOSAGUA;TOSAGUA;DISPENSARIO EL JUNCO;1;1;-0.821202;-80.319758
PUESTO DE SALUD;MANABI;TOSAGUA;TOSAGUA;ROCAFUERTE-TOSAGUA;TOSAGUA;DISPENSARIO EL TAMBO;1;1;-0.75856;-80.24533
PUESTO DE SALUD;MORONA SANTIAGO;GUALAQUIZA;AMAZONAS (ROSARIO DE CUYES);GUALAQUIZA-SAN JUAN BOSCO;AMAZONAS (ROSARIO DE CUYES)-NUEVA TARQUI- EL IDEAL;GANASHUMA;1;1;-3.374963;-78.770308
PUESTO DE SALUD;MORONA SANTIAGO;GUALAQUIZA;BOMBOIZA;GUALAQUIZA-SAN JUAN BOSCO;BOMBOIZA;DISPENSARIO BOMBOIZA;1;1;-3.439342;-78.541274
PUESTO DE SALUD;MORONA SANTIAGO;GUALAQUIZA;EL ROSARIO;GUALAQUIZA-SAN JUAN BOSCO;BERMEJOS-CHIGUINDA-EL ROSARIO;LA PRADERA;1;1;-3.31466;-78.643829
PUESTO DE SALUD;MORONA SANTIAGO;HUAMBOYA;CHIGUAZA;PALORA-HUAMBOYA-PABLO SEXTO;HUAMBOYA-CHIGUAZA-;SARENTZA;1;1;-1.951368;-78.052934
PUESTO DE SALUD;MORONA SANTIAGO;HUAMBOYA;CHIGUAZA;PALORA-HUAMBOYA-PABLO SEXTO;HUAMBOYA-CHIGUAZA-;SHANKAIM;1;1;-1.963603;-77.880492
PUESTO DE SALUD;MORONA SANTIAGO;HUAMBOYA;CHIGUAZA;PALORA-HUAMBOYA-PABLO SEXTO;HUAMBOYA-CHIGUAZA-;TUNA- CHIWIAS;1;1;-1.967868;-77.998478
PUESTO DE SALUD;MORONA SANTIAGO;HUAMBOYA;CHIGUAZA;PALORA-HUAMBOYA-PABLO SEXTO;HUAMBOYA-CHIGUAZA-;UUNT-CHIWIAS;1;1;-2.005516;-77.935508
PUESTO DE SALUD;MORONA SANTIAGO;HUAMBOYA;HUAMBOYA;PALORA-HUAMBOYA-PABLO SEXTO;HUAMBOYA-CHIGUAZA-;NAMAKIM;1;1;-1.880036;-77.918263
PUESTO DE SALUD;MORONA SANTIAGO;LIMON INDANZA;INDANZA;LIMON INDANZA-SANTIAGO-TIWINTZA;SAN MIGUEL DE CONCHAY-INDANZA;DISPENSARIO INDANZA;1;1;-3.058518;-78.476723
PUESTO DE SALUD;MORONA SANTIAGO;LIMON INDANZA;SAN ANTONIO (CAB EN SAN ANTONIO CENTRO);LIMON INDANZA-SANTIAGO-TIWINTZA;SAN ANTONIO (CAB EN SAN ANTONIO CENTRO)-GRAL. LEONIDAS PLAZA GUTIERREZ;SAN ANTONIO;1;1;-3.040361;-78.379221
PUESTO DE SALUD;MORONA SANTIAGO;LIMON INDANZA;SAN ANTONIO (CAB EN SAN ANTONIO CENTRO);LIMON INDANZA-SANTIAGO-TIWINTZA;SAN ANTONIO (CAB EN SAN ANTONIO CENTRO)-GRAL. LEONIDAS PLAZA GUTIERREZ;NUMPATKAIME;1;1;-3.171541;-78.247285
PUESTO DE SALUD;MORONA SANTIAGO;LIMON INDANZA;SAN ANTONIO (CAB EN SAN ANTONIO CENTRO);LIMON INDANZA-SANTIAGO-TIWINTZA;SAN ANTONIO (CAB EN SAN ANTONIO CENTRO)-GRAL. LEONIDAS PLAZA GUTIERREZ;WARINTZA;1;1;-3.175137;-78.274336
PUESTO DE SALUD;MORONA SANTIAGO;LIMON INDANZA;STA SUSANA DE CHIVIAZA (CAB EN CHIVIAZA);LIMON INDANZA-SANTIAGO-TIWINTZA;YUNGANZA (CAB EN EL ROSARIO)-STA SUSANA DE CHIVIAZA (CAB EN CHIVIAZA);PUPUNAS;1;1;-2.872838;-78.354843
PUESTO DE SALUD;MORONA SANTIAGO;LIMON INDANZA;YUNGANZA (CAB EN EL ROSARIO);LIMON INDANZA-SANTIAGO-TIWINTZA;YUNGANZA (CAB EN EL ROSARIO)-STA SUSANA DE CHIVIAZA (CAB EN CHIVIAZA);DISPENSARIO EL ROSARIO 1;1;1;-2.90841;-78.397592
PUESTO DE SALUD;MORONA SANTIAGO;LOGRONIO;SHIMPIS;LOGRONIO-SUCUA;LOGRONIO-SHIMPIS;SHIMPIS;1;1;-2.636855;-78.183867
PUESTO DE SALUD;MORONA SANTIAGO;LOGRONIO;YAUPI;LOGRONIO-SUCUA;YAUPI;YAAPI;1;1;-2.825258;-77.931692
PUESTO DE SALUD;MORONA SANTIAGO;MORONA;ALSHI (CAB EN 9 DE OCTUBRE);MORONA;ALSHI(CAB EN 9 DE OCTUBRE)-ZUNIA (ZUNIAC);NUEVE DE OCTUBRE;1;1;-2.222145;-78.249313
PUESTO DE SALUD;MORONA SANTIAGO;MORONA;CUCHAENTZA;MORONA;CUCHAENTZA;CUCHAENTSA;1;1;-2.124031;-77.866093
PUESTO DE SALUD;MORONA SANTIAGO;MORONA;RIO BLANCO;MORONA;RIO BLANCO;RIO BLANCO;1;1;-2.346535;-78.15501
PUESTO DE SALUD;MORONA SANTIAGO;MORONA;SAN ISIDRO;MORONA;SAN ISIDRO-GENERAL PROANIO;DISPENSARIO SAN ISIDRO 1;1;1;-2.213777;-78.16322
PUESTO DE SALUD;MORONA SANTIAGO;MORONA;SEVILLA DON BOSCO;MORONA;SEVILLA DON BOSCO;DISPENSARIO SEVILLA DON BOSCO;1;1;-2.31656;-78.104722
PUESTO DE SALUD;MORONA SANTIAGO;MORONA;SEVILLA DON BOSCO;MORONA;SEVILLA DON BOSCO;KASHPAIM;1;1;-2.825237;-77.710953
PUESTO DE SALUD;MORONA SANTIAGO;MORONA;SEVILLA DON BOSCO;MORONA;SEVILLA DON BOSCO;KUSUIMI;1;1;-2.257518;-78.031611
PUESTO DE SALUD;MORONA SANTIAGO;MORONA;SEVILLA DON BOSCO;MORONA;SEVILLA DON BOSCO;SAN LUIS DE INIINKIS;1;1;-2.391897;-78.120987
PUESTO DE SALUD;MORONA SANTIAGO;PABLO SEXTO;PABLO SEXTO;PALORA-HUAMBOYA-PABLO SEXTO;PABLO SEXTO;EL ROSARIO;1;1;-1.894608;-78.063026
PUESTO DE SALUD;MORONA SANTIAGO;PABLO SEXTO;PABLO SEXTO;PALORA-HUAMBOYA-PABLO SEXTO;PABLO SEXTO;DISPENSARIO PAULO VI;1;1;-1.928442;-78.02502
PUESTO DE SALUD;MORONA SANTIAGO;PALORA;16 DE AGOSTO;PALORA-HUAMBOYA-PABLO SEXTO;PALORA (METZERA)-CUMANDA (CAB EN COLONIA AGRICOLA SEVILLA-16 DE AGOSTO;DISPENSARIO 16 DE AGOSTO;1;1;-1.744423;-77.916526
PUESTO DE SALUD;MORONA SANTIAGO;PALORA;ARAPICOS;PALORA-HUAMBOYA-PABLO SEXTO;ARAPICOS-SANGAY (CAB EN NAYAMANACA);ARAPICOS;1;1;-1.85977;-77.947864
PUESTO DE SALUD;MORONA SANTIAGO;PALORA;CUMANDA (CAB EN COLONIA AGRICOLA SEVILLA DEL ORO);PALORA-HUAMBOYA-PABLO SEXTO;PALORA (METZERA)-CUMANDA (CAB EN COLONIA AGRICOLA SEVILLA-16 DE AGOSTO;CUMANDA;1;1;-1.459908;-78.136675
PUESTO DE SALUD;MORONA SANTIAGO;PALORA;SANGAY (CAB EN NAYAMANACA);PALORA-HUAMBOYA-PABLO SEXTO;ARAPICOS-SANGAY (CAB EN NAYAMANACA);CHUP;1;1;-1.757805;-77.945377
PUESTO DE SALUD;MORONA SANTIAGO;PALORA;SANGAY (CAB EN NAYAMANACA);PALORA-HUAMBOYA-PABLO SEXTO;ARAPICOS-SANGAY (CAB EN NAYAMANACA);DISPENSARIO CONSORCIO CANIARI;1;1;-1.743484;-78.03426
PUESTO DE SALUD;MORONA SANTIAGO;PALORA;SANGAY (CAB EN NAYAMANACA);PALORA-HUAMBOYA-PABLO SEXTO;ARAPICOS-SANGAY (CAB EN NAYAMANACA);DISPENSARIO SANGAY;1;1;-1.789615;-77.983708
PUESTO DE SALUD;MORONA SANTIAGO;SAN JUAN BOSCO;SAN JUAN BOSCO;GUALAQUIZA-SAN JUAN BOSCO;SAN JUAN BOSCO-PANDE AZUCAR-SAN JACINTO DE WAKAMBEIS;DISPENSARIO KALAGLAS;1;1;-3.225596;-78.556768
PUESTO DE SALUD;MORONA SANTIAGO;SAN JUAN BOSCO;SANTIAGO DE PANANZA;GUALAQUIZA-SAN JUAN BOSCO;SANTIAGO DE PANANZA-SAN CARLOS DE LIMON;SANTIAGO DE PANANZA;1;1;-3.156281;-78.4864
PUESTO DE SALUD;MORONA SANTIAGO;SANTIAGO;PATUCA;LIMON INDANZA-SANTIAGO-TIWINTZA;TAYUZA-SAN FRANCISCO DE CHINIMBIMI-PATUCA;PIANKAS;1;1;-2.897893;-78.239242
PUESTO DE SALUD;MORONA SANTIAGO;SANTIAGO;SAN LUIS DE EL ACHO (CAB EN EL ACHO);LIMON INDANZA-SANTIAGO-TIWINTZA;SANTIAGO DE MENDEZ-COPAL-CHUPIANZA-SAN LUIS DE EL ACHO (CAB EN EL ACHO);DISPENSARIO CAMBANACA;1;1;-2.778332;-78.334044
PUESTO DE SALUD;MORONA SANTIAGO;SANTIAGO;TAYUZA;LIMON INDANZA-SANTIAGO-TIWINTZA;TAYUZA-SAN FRANCISCO DE CHINIMBIMI-PATUCA;DISPENSARIO TAYUZA;1;1;-2.698515;-78.24147
PUESTO DE SALUD;MORONA SANTIAGO;SUCUA;HUAMBI;LOGRONIO-SUCUA;HUAMBI;DISPENSARIO EL TESORO;1;1;-2.576402;-78.175555
PUESTO DE SALUD;MORONA SANTIAGO;SUCUA;HUAMBI;LOGRONIO-SUCUA;HUAMBI;KUMPAS;1;1;-2.568473;-78.145339
PUESTO DE SALUD;MORONA SANTIAGO;SUCUA;SANTA MARIANITA DE JESUS;LOGRONIO-SUCUA;SUCUA-ASUNCION-SANTA MARIANITA DE JESUS;DISPENSARIO SANTA MARIANITA;1;1;-2.409508;-78.155294
PUESTO DE SALUD;MORONA SANTIAGO;SUCUA;SUCUA;LOGRONIO-SUCUA;SUCUA-ASUNCION-SANTA MARIANITA DE JESUS;YUKUTEIS;1;1;-2.509733;-78.138119
PUESTO DE SALUD;MORONA SANTIAGO;TAISHA;HUASAGA (CAB EN WAMPUIK);TAISHA;HUASAGA (CAB EN WAMPUIK)-TUUTINENTZA-PUMPUENTSA;IPIAK;1;1;-2.467952;-77.143568
PUESTO DE SALUD;MORONA SANTIAGO;TAISHA;HUASAGA (CAB EN WAMPUIK);TAISHA;HUASAGA (CAB EN WAMPUIK)-TUUTINENTZA-PUMPUENTSA;WAMPUIK;1;1;-2.618082;-76.969524
PUESTO DE SALUD;MORONA SANTIAGO;TAISHA;MACUMA;TAISHA;MACUMA;CUMBANTSA;1;1;-2.244031;-77.670159
PUESTO DE SALUD;MORONA SANTIAGO;TAISHA;MACUMA;TAISHA;MACUMA;MAMAYAK;1;1;-2.038577;-77.701961
PUESTO DE SALUD;MORONA SANTIAGO;TAISHA;PUMPUENTSA;TAISHA;HUASAGA (CAB EN WAMPUIK)-TUUTINENTZA-PUMPUENTSA;PUMPUENTSA;1;1;-2.476402;-77.330372
PUESTO DE SALUD;MORONA SANTIAGO;TAISHA;PUMPUENTSA;TAISHA;HUASAGA (CAB EN WAMPUIK)-TUUTINENTZA-PUMPUENTSA;WICHIMI;1;1;-2.739892;-77.369167
PUESTO DE SALUD;MORONA SANTIAGO;TAISHA;TAISHA;TAISHA;TAISHA;PINPINTS;1;1;-2.27305;-77.466347
PUESTO DE SALUD;MORONA SANTIAGO;TAISHA;TAISHA;TAISHA;TAISHA;SHINKIATAN;1;1;-2.458393;-77.457663
PUESTO DE SALUD;MORONA SANTIAGO;TAISHA;TUUTINENTZA;TAISHA;HUASAGA (CAB EN WAMPUIK)-TUUTINENTZA-PUMPUENTSA;KAPATINETZA;1;1;-2.675963;-77.475345
PUESTO DE SALUD;MORONA SANTIAGO;TAISHA;TUUTINENTZA;TAISHA;HUASAGA (CAB EN WAMPUIK)-TUUTINENTZA-PUMPUENTSA;NUNKI NUNKA;1;1;-2.659453;-77.405661
PUESTO DE SALUD;MORONA SANTIAGO;TAISHA;TUUTINENTZA;TAISHA;HUASAGA (CAB EN WAMPUIK)-TUUTINENTZA-PUMPUENTSA;TUKUPI;1;1;-2.783328;-77.480878
PUESTO DE SALUD;MORONA SANTIAGO;TIWINTZA;SAN JOSE DE MORONA;LIMON INDANZA-SANTIAGO-TIWINTZA;SAN JOSE DE MORONA-SANTIAGO;DISPENSARIO LA UNION 3;1;1;-2.858927;-77.636544
PUESTO DE SALUD;MORONA SANTIAGO;TIWINTZA;SAN JOSE DE MORONA;LIMON INDANZA-SANTIAGO-TIWINTZA;SAN JOSE DE MORONA-SANTIAGO;KAANCHICO;1;1;-2.872092;-77.875835
PUESTO DE SALUD;NAPO;ARCHIDONA;ARCHIDONA;TENA-ARCHIDONA-CARLOS JULIO AROSEMENA TOLA;ARCHIDONA-SAN PABLO DE USHPAYACU;DISPENSARIO JUAN SHIGUANGO;1;1;-0.896479;-77.797012
PUESTO DE SALUD;NAPO;ARCHIDONA;COTUNDO;TENA-ARCHIDONA-CARLOS JULIO AROSEMENA TOLA;COTUNDO;SARDINAS DE JONDACHI;1;1;-0.779089;-77.790763
PUESTO DE SALUD;NAPO;CARLOS JULIO AROSEMENA TOLA;CARLOS JULIO AROSEMENA TOLA;TENA-ARCHIDONA-CARLOS JULIO AROSEMENA TOLA;CARLOS JULIO AROSEMENA TOLA;DISPENSARIO EL CAPRICHO;1;1;-1.188514;-77.871513
PUESTO DE SALUD;NAPO;EL CHACO;GONZALO DIAZ DE PINEDA (EL BOMBON);EL CHACO-QUIJOS;GONZALO DIAZ DE PINEDA(EL BOMBON)-SANTA ROSA;EL BOMBON;1;1;-0.297003;-77.750989
PUESTO DE SALUD;NAPO;EL CHACO;OYACACHI;EL CHACO-QUIJOS;OYACACHI;OYACACHI;1;1;-0.213818;-78.089454
PUESTO DE SALUD;NAPO;EL CHACO;SANTA ROSA;EL CHACO-QUIJOS;GONZALO DIAZ DE PINEDA(EL BOMBON)-SANTA ROSA;LAS PALMAS;1;1;-0.225534;-77.736472
PUESTO DE SALUD;NAPO;EL CHACO;SANTA ROSA;EL CHACO-QUIJOS;GONZALO DIAZ DE PINEDA(EL BOMBON)-SANTA ROSA;DISPENSARIO SANTA ROSA 2;1;1;-0.30965;-77.784075
PUESTO DE SALUD;NAPO;EL CHACO;SARDINAS;EL CHACO-QUIJOS;LINARES-SARDINAS;SARDINAS 2;1;1;-0.383922;-77.838355
PUESTO DE SALUD;NAPO;QUIJOS;COSANGA;EL CHACO-QUIJOS;COSANGA-SAN FRANCISCO DE BORJA (VIRGILIO DAVILA)-BAEZA-SUMACO;COSANGA;1;1;-0.580072;-77.8668
PUESTO DE SALUD;NAPO;TENA;AHUANO;TENA-ARCHIDONA-CARLOS JULIO AROSEMENA TOLA;AHUANO;DISPENSARIO CAMPANA COCHA;1;1;-1.02827;-77.489073
PUESTO DE SALUD;NAPO;TENA;PANO;TENA-ARCHIDONA-CARLOS JULIO AROSEMENA TOLA;TALAG-PANO;DISPENSARIO EL PANO;1;1;-1.020004;-77.867642
PUESTO DE SALUD;NAPO;TENA;PUERTO MISAHUALLI;TENA-ARCHIDONA-CARLOS JULIO AROSEMENA TOLA;PUERTO NAPO-PUERTO MISAHUALLI;BOCANA PUNI;1;1;-1.108578;-77.637847
PUESTO DE SALUD;NAPO;TENA;TENA;TENA-ARCHIDONA-CARLOS JULIO AROSEMENA TOLA;TENA;DISPENSARIO MUYUNA;1;1;-0.977876;-77.853654
PUESTO DE SALUD;ORELLANA;LA JOYA DE LOS SACHAS;LA JOYA DE LOS SACHAS;LA JOYA DE LOS SACHAS;LA JOYA DE LOS SACHAS;DISPENSARIO EL ORO;1;1;-0.330554;-76.783644
PUESTO DE SALUD;ORELLANA;LA JOYA DE LOS SACHAS;LAGO SAN PEDRO;LA JOYA DE LOS SACHAS;RUMIPAMBA-ENOKANQUI (CAB. EN EL PARAISO)-LAGO SAN PEDRO-TRES DE NOVIEMBRE;DISPENSARIO 14 DE DICIEMBRE;1;1;-0.252371;-76.889247
PUESTO DE SALUD;ORELLANA;LA JOYA DE LOS SACHAS;LAGO SAN PEDRO;LA JOYA DE LOS SACHAS;RUMIPAMBA-ENOKANQUI (CAB. EN EL PARAISO)-LAGO SAN PEDRO-TRES DE NOVIEMBRE;LAGO SAN PEDRO;1;1;-0.240052;-76.943805
PUESTO DE SALUD;ORELLANA;LA JOYA DE LOS SACHAS;POMPEYA;LA JOYA DE LOS SACHAS;UNION MILAGRENIA-POMPEYA;RIVERAS DEL RIO NAPO;1;1;-0.438423;-76.633062
PUESTO DE SALUD;ORELLANA;LA JOYA DE LOS SACHAS;RUMIPAMBA;LA JOYA DE LOS SACHAS;RUMIPAMBA-ENOKANQUI (CAB. EN EL PARAISO)-LAGO SAN PEDRO-TRES DE NOVIEMBRE;RUMIPAMBA;1;1;-0.085178;-76.985027
PUESTO DE SALUD;ORELLANA;LA JOYA DE LOS SACHAS;TRES DE NOVIEMBRE;LA JOYA DE LOS SACHAS;RUMIPAMBA-ENOKANQUI (CAB. EN EL PARAISO)-LAGO SAN PEDRO-TRES DE NOVIEMBRE;3 DE NOVIEMBRE;1;1;-0.188152;-76.944599
PUESTO DE SALUD;ORELLANA;LA JOYA DE LOS SACHAS;UNION MILAGRENIA;LA JOYA DE LOS SACHAS;UNION MILAGRENIA-POMPEYA;UNION MILAGRENA;1;1;-0.372104;-76.783858
PUESTO DE SALUD;ORELLANA;LORETO;AVILA (CAB. EN HUIRUNO);ORELLANA-LORETO;LORETO-AVILA (CAB EN HUIRUNO)-PUERTO MURIALDO;HUIRUNO;1;1;-0.718139;-77.343333
PUESTO DE SALUD;ORELLANA;LORETO;LORETO;ORELLANA-LORETO;LORETO-AVILA (CAB EN HUIRUNO)-PUERTO MURIALDO;DISPENSARIO LORETO;1;1;-0.69258;-77.309926
PUESTO DE SALUD;ORELLANA;LORETO;PUERTO MURIALDO;ORELLANA-LORETO;LORETO-AVILA (CAB EN HUIRUNO)-PUERTO MURIALDO;BAJO HUINO;1;1;-0.625554;-77.125235
PUESTO DE SALUD;ORELLANA;LORETO;SAN JOSE DE DAHUANO;ORELLANA-LORETO;SAN JOSE DE DAHUANO-SAN VICENTE DE HUATICOCHA;LA PAZ;1;1;-0.790155;-77.356861
PUESTO DE SALUD;ORELLANA;LORETO;SAN JOSE DE PAYAMINO;ORELLANA-LORETO;SAN JOSE DE PAYAMINO;SAN JOSE DE PAYAMINO;1;1;-0.489485;-77.292859
PUESTO DE SALUD;ORELLANA;ORELLANA;DAYUMA;ORELLANA-LORETO;DAYUMA-TARACOA (CAB. EN NUEVA ESPERANZA: YUCA)-EL DORADO;DISPENSARIO DAYUMA;1;1;-0.668443;-76.877607
PUESTO DE SALUD;ORELLANA;ORELLANA;LA BELLEZA;ORELLANA-LORETO;GARCIA MORENO-LA BELLEZA;DISPENSARIO LOS ZORROS;1;1;-0.624462;-77.042137
PUESTO DE SALUD;ORELLANA;ORELLANA;SAN JOSE DE GUAYUSA;ORELLANA-LORETO;NUEVO PARAISO-SAN JOSE DE GUAYUSA;DISPENSARIO LAS MINAS;1;1;-0.323616;-77.028762
PUESTO DE SALUD;PASTAZA;ARAJUNO;ARAJUNO;ARAJUNO;ARAJUNO;SHIGUACOCHA;1;1;-1.135927;-77.654039
PUESTO DE SALUD;PASTAZA;ARAJUNO;CURARAY;ARAJUNO;CURARAY;VILLANO (PANDANUQUE);1;1;-1.495193;-77.482353
PUESTO DE SALUD;PASTAZA;MERA;MADRE TIERRA;PASTAZA-MERA-SANTA CLARA;SHELL-MADRE TIERRA-MERA;AMAZONAS;1;1;-1.624021;-78.014976
PUESTO DE SALUD;PASTAZA;MERA;MADRE TIERRA;PASTAZA-MERA-SANTA CLARA;SHELL-MADRE TIERRA-MERA;DISPENSARIO MADRE TIERRA;1;1;-1.55122;-78.023017
PUESTO DE SALUD;PASTAZA;MERA;MADRE TIERRA;PASTAZA-MERA-SANTA CLARA;SHELL-MADRE TIERRA-MERA;PUERTO SANTA ANA;1;1;-1.659796;-77.965481
PUESTO DE SALUD;PASTAZA;MERA;MADRE TIERRA;PASTAZA-MERA-SANTA CLARA;SHELL-MADRE TIERRA-MERA;PUYOPUNGO;1;1;-1.645728;-77.923918
PUESTO DE SALUD;PASTAZA;MERA;SHELL;PASTAZA-MERA-SANTA CLARA;SHELL-MADRE TIERRA-MERA;BELLAVISTA;1;1;-1.504571;-78.048335
PUESTO DE SALUD;PASTAZA;PASTAZA;CANELOS;PASTAZA-MERA-SANTA CLARA;CANELOS-VERACRUZ (CAB. EN INDILLAMA)-POMONA-SIMON BOLIVAR (CAB EN MUSHULLAMA;LOS ANGELES;1;1;-1.509901;-77.788567
PUESTO DE SALUD;PASTAZA;PASTAZA;CANELOS;PASTAZA-MERA-SANTA CLARA;CANELOS-VERACRUZ (CAB. EN INDILLAMA)-POMONA-SIMON BOLIVAR (CAB EN MUSHULLAMA;CHONTOA;1;1;-1.593712;-77.813305
PUESTO DE SALUD;PASTAZA;PASTAZA;EL TRIUNFO;PASTAZA-MERA-SANTA CLARA;EL TRIUNFO-DIEZ DE AGOSTO;DISPENSARIO UNION LIBRE;1;1;-1.446039;-77.82711
PUESTO DE SALUD;PASTAZA;PASTAZA;MONTALVO (ANDOAS);PASTAZA-MERA-SANTA CLARA;MONTALVO (ANDOAS);AMUNTAY (CAPAWI);1;1;-2.529154;-76.817257
PUESTO DE SALUD;PASTAZA;PASTAZA;MONTALVO (ANDOAS);PASTAZA-MERA-SANTA CLARA;MONTALVO (ANDOAS);BUFEO;1;1;-2.192046;-76.785063
PUESTO DE SALUD;PASTAZA;PASTAZA;MONTALVO (ANDOAS);PASTAZA-MERA-SANTA CLARA;MONTALVO (ANDOAS);CHARAPACOCHA;1;1;-2.359272;-77.08272
PUESTO DE SALUD;PASTAZA;PASTAZA;MONTALVO (ANDOAS);PASTAZA-MERA-SANTA CLARA;MONTALVO (ANDOAS);KAPAWI;1;1;-2.135195;-76.87787
PUESTO DE SALUD;PASTAZA;PASTAZA;MONTALVO (ANDOAS);PASTAZA-MERA-SANTA CLARA;MONTALVO (ANDOAS);KURINTZA;1;1;-2.064811;-76.799489
PUESTO DE SALUD;PASTAZA;PASTAZA;MONTALVO (ANDOAS);PASTAZA-MERA-SANTA CLARA;MONTALVO (ANDOAS);MACUZAR;1;1;-2.052115;-77.00876
PUESTO DE SALUD;PASTAZA;PASTAZA;MONTALVO (ANDOAS);PASTAZA-MERA-SANTA CLARA;MONTALVO (ANDOAS);NUMBAIMI;1;1;-2.290757;-77.139171
PUESTO DE SALUD;PASTAZA;PASTAZA;POMONA;PASTAZA-MERA-SANTA CLARA;CANELOS-VERACRUZ (CAB. EN INDILLAMA)-POMONA-SIMON BOLIVAR (CAB EN MUSHULLAMA;POMONA;1;1;-1.676176;-77.902989
PUESTO DE SALUD;PASTAZA;PASTAZA;RIO TIGRE;PASTAZA-MERA-SANTA CLARA;RIO TIGRE;RIO TIGRE;1;1;-2.114478;-76.05132
PUESTO DE SALUD;PASTAZA;PASTAZA;SARAYACU;PASTAZA-MERA-SANTA CLARA;SARAYACU;DISPENSARIO SARAYACU;1;1;-1.732375;-77.485786
PUESTO DE SALUD;PASTAZA;PASTAZA;SIMON BOLIVAR (CAB. EN MUSHULLACTA);PASTAZA-MERA-SANTA CLARA;CANELOS-VERACRUZ (CAB. EN INDILLAMA)-POMONA-SIMON BOLIVAR (CAB EN MUSHULLAMA;CHAPINTZA;1;1;-1.989652;-77.716603
PUESTO DE SALUD;PASTAZA;PASTAZA;SIMON BOLIVAR (CAB. EN MUSHULLACTA);PASTAZA-MERA-SANTA CLARA;CANELOS-VERACRUZ (CAB. EN INDILLAMA)-POMONA-SIMON BOLIVAR (CAB EN MUSHULLAMA;CHICOCOPATAZA;1;1;-1.73103;-77.784565
PUESTO DE SALUD;PASTAZA;PASTAZA;SIMON BOLIVAR (CAB. EN MUSHULLACTA);PASTAZA-MERA-SANTA CLARA;CANELOS-VERACRUZ (CAB. EN INDILLAMA)-POMONA-SIMON BOLIVAR (CAB EN MUSHULLAMA;COPATAZA;1;1;-2.085861;-77.454595
PUESTO DE SALUD;PASTAZA;PASTAZA;SIMON BOLIVAR (CAB. EN MUSHULLACTA);PASTAZA-MERA-SANTA CLARA;CANELOS-VERACRUZ (CAB. EN INDILLAMA)-POMONA-SIMON BOLIVAR (CAB EN MUSHULLAMA;DISPENSARIO VENCEDORES;1;1;-1.679953;-77.841741
PUESTO DE SALUD;PASTAZA;PASTAZA;SIMON BOLIVAR (CAB. EN MUSHULLACTA);PASTAZA-MERA-SANTA CLARA;CANELOS-VERACRUZ (CAB. EN INDILLAMA)-POMONA-SIMON BOLIVAR (CAB EN MUSHULLAMA;KUMAY;1;1;-2.002152;-77.702843
PUESTO DE SALUD;PASTAZA;PASTAZA;SIMON BOLIVAR (CAB. EN MUSHULLACTA);PASTAZA-MERA-SANTA CLARA;CANELOS-VERACRUZ (CAB. EN INDILLAMA)-POMONA-SIMON BOLIVAR (CAB EN MUSHULLAMA;PITIRISHCA;1;1;-1.808586;-77.830143
PUESTO DE SALUD;PASTAZA;PASTAZA;SIMON BOLIVAR (CAB. EN MUSHULLACTA);PASTAZA-MERA-SANTA CLARA;CANELOS-VERACRUZ (CAB. EN INDILLAMA)-POMONA-SIMON BOLIVAR (CAB EN MUSHULLAMA;VILLAFLORA;1;1;-1.735518;-77.746587
